title;artist;top genre;year;bpm;energy;danceability ;dB;liveness;valence;duration;acousticness;speechiness ;popularity
I Bet You Look Good On The Dancefloor;Arctic Monkeys;garage rock;2006;103;95;54;-4;38;78;174;0;4;75
I Wanna Love You;Akon;dance pop;2006;100;45;87;-9;28;37;247;4;4;75
Intro;The xx;downtempo;2009;100;78;62;-9;13;15;128;46;3;75
La Camisa Negra;Juanes;colombian pop;2004;97;73;75;-4;6;97;217;8;3;75
Last Nite;The Strokes;alternative rock;2001;104;91;62;-6;8;77;193;3;3;75
Lego House;Ed Sheeran;pop;2011;160;64;59;-8;13;56;185;56;10;75
Light It Up (feat. Nyla & Fuse ODG) [Remix];Major Lazer;dance pop;2015;108;88;75;-4;23;75;166;4;7;75
Loba;Shakira;colombian pop;2009;122;71;85;-8;8;78;189;40;5;75
Look Alive (feat. Drake);BlocBoy JB;memphis hip hop;2018;140;58;92;-8;11;61;181;0;32;75
Love Lies (with Normani);Khalid;pop;2018;144;65;71;-6;13;34;202;10;4;75
Love Song;Sara Bareilles;acoustic pop;2007;123;79;58;-3;19;57;259;2;3;75
Loyal (feat. Lil Wayne & Tyga);Chris Brown;r&b;2014;99;52;84;-6;19;62;265;2;5;75
Lust For Life (with The Weeknd);Lana Del Rey;art pop;2017;100;66;50;-9;36;26;264;60;5;75
Magic;Coldplay;permanent wave;2014;93;48;74;-9;11;35;285;3;4;75
Meet Me Halfway;Black Eyed Peas;dance pop;2009;130;63;80;-7;32;40;284;0;7;75
Moth To A Flame (with The Weeknd);Swedish House Mafia;edm;2022;120;66;54;-7;11;11;234;0;4;75
My Band;D12;detroit hip hop;2004;120;85;85;-3;12;84;299;50;8;75
My Love (feat. T.I.);Justin Timberlake;dance pop;2006;120;68;77;-6;68;81;276;28;22;75
Need You Now;Lady A;contemporary country;2010;108;72;58;-4;24;32;236;3;3;75
Never Forget You;Zara Larsson;pop;2017;146;73;58;-6;27;28;213;0;5;75
Obsessed;Mariah Carey;dance pop;2009;86;47;74;-6;83;37;242;5;6;75
OMG (feat. will.i.am);Usher;atl hip hop;2010;130;75;78;-6;36;33;269;20;3;75
On The Floor - Radio Edit;Jennifer Lopez;dance pop;2011;130;69;76;-6;14;44;231;8;8;75
Only Girl (In The World);Rihanna;barbadian pop;2010;126;72;79;-4;7;61;235;13;4;75
Papaoutai;Stromae;belgian pop;2013;116;81;73;-7;6;25;232;3;8;75
Paparazzi;Lady Gaga;art pop;2008;115;69;76;-4;9;40;208;11;4;75
Party Rock Anthem;LMFAO;dance pop;2011;130;74;75;-4;27;35;262;2;16;75
Please Me;Cardi B;pop;2019;134;57;75;-7;8;65;201;6;8;75
Prayer in C - Robin Schulz Radio Edit;Lilly Wood and The Prick;french indie pop;2014;123;88;76;-6;60;80;189;2;3;75
Rather Be (feat. Jess Glynne);Clean Bandit;pop;2014;121;59;80;-7;19;55;228;16;4;75
Run It! (feat. Juelz Santana);Chris Brown;r&b;2005;101;48;85;-7;39;21;230;2;13;75
S&M;Rihanna;barbadian pop;2010;128;68;77;-5;10;83;244;1;4;75
Send My Love (To Your New Lover);Adele;british soul;2015;164;53;69;-8;17;57;223;4;9;75
She Looks So Perfect;5 Seconds of Summer;boy band;2014;160;95;49;-4;33;44;202;0;13;75
Sit Still, Look Pretty;Daya;pop;2016;91;73;85;-4;43;72;208;29;11;75
Suddenly I See;KT Tunstall;ectofolk;2005;100;77;59;-6;11;66;202;23;4;75
Suga Suga;Baby Bash;chicano rap;2003;82;75;66;-3;8;54;239;69;27;75
Summertime Sadness (Lana Del Rey Vs. Cedric Gervais) - Cedric Gervais Remix;Lana Del Rey;art pop;2013;126;81;57;-6;13;11;215;2;6;75
Superheroes;The Script;celtic rock;2014;167;89;49;-4;7;64;245;0;4;75
Sweet Nothing (feat. Florence Welch);Calvin Harris;dance pop;2012;128;93;57;-4;6;58;213;20;11;75
Symphony (feat. Zara Larsson);Clean Bandit;pop;2017;123;63;71;-5;14;46;212;26;6;75
Teenage Dirtbag;Wheatus;alternative;1999;95;85;63;-4;17;63;242;35;5;75
Teenage Dream;Katy Perry;pop;2010;120;80;72;-5;13;59;228;2;4;75
Telephone;Lady Gaga;art pop;2009;122;84;82;-6;11;72;221;1;4;75
Thank You;Dido;dance pop;1999;80;58;73;-10;7;76;218;30;4;75
Therefore I Am;Billie Eilish;art pop;2020;94;34;89;-8;6;72;174;22;7;75
These Days (feat. Jess Glynne, Macklemore & Dan Caplen);Rudimental;pop dance;2018;92;81;65;-4;17;55;211;19;5;75
Through The Wire;Kanye West;chicago rap;2004;83;74;57;-6;16;66;221;1;25;75
Trip;Ella Mai;r&b;2018;80;61;48;-6;11;36;214;23;14;75
Waiting On the World to Change;John Mayer;neo mellow;2006;177;76;58;-6;25;66;201;16;12;75
We Belong Together;Mariah Carey;dance pop;2005;140;48;84;-8;9;77;201;3;6;75
We're Good;Dua Lipa;dance pop;2021;134;59;72;-6;18;59;166;3;5;75
What the Hell;Avril Lavigne;canadian pop;2011;150;93;58;-4;14;88;221;0;5;75
What You Know;Two Door Cinema Club;indie rock;2010;139;75;55;-4;9;83;190;0;4;75
Whatever You Like;T.I.;atl hip hop;2008;150;69;68;-6;26;47;250;2;7;75
What's Luv? (feat. Ja-Rule & Ashanti);Fat Joe;bronx hip hop;2001;94;71;84;-5;11;92;267;2;6;75
When The Sun Goes Down;Arctic Monkeys;garage rock;2006;169;88;35;-5;12;41;202;3;20;75
Where Are Ü Now (with Justin Bieber);Jack Ü;edm;2015;139;78;43;-4;8;20;250;4;6;75
Worth It (feat. Kid Ink);Fifth Harmony;girl group;2015;100;77;88;-4;12;59;225;6;9;75
You Found Me;The Fray;neo mellow;2009;152;80;34;-5;14;40;242;2;4;75
Your Body Is a Wonderland;John Mayer;neo mellow;2001;94;73;65;-6;13;69;250;2;2;75
2 On (feat. ScHoolboy Q);Tinashe;alternative r&b;2014;101;60;74;-8;11;43;227;15;11;74
Afterglow;Ed Sheeran;pop;2020;110;32;64;-6;33;27;185;70;3;74
Antidote;Travis Scott;hip hop;2015;131;53;71;-5;12;13;263;1;3;74
Anyone;Justin Bieber;canadian pop;2021;116;54;69;-8;11;58;191;18;3;74
Apologize;Timbaland;dance pop;2007;118;60;65;-6;10;10;184;3;3;74
At My Worst;Pink Sweat$;bedroom soul;2020;92;42;81;-6;13;67;170;78;3;74
Back To December;Taylor Swift;pop;2010;142;61;52;-6;32;30;293;2;3;74
Baila Conmigo (with Rauw Alejandro);Selena Gomez;pop;2021;150;54;82;-7;10;66;186;2;7;74
Because of You;Kelly Clarkson;dance pop;2004;140;58;59;-5;12;15;219;25;3;74
Best Friend (feat. Doja Cat);Saweetie;cali rap;2021;94;77;84;-4;7;40;156;0;14;74
Billionaire (feat. Bruno Mars);Travie McCoy;pop rap;2010;87;67;63;-6;21;66;211;30;26;74
Bodak Yellow;Cardi B;pop;2018;125;70;93;-6;23;49;224;7;10;74
Bonita;J Balvin;reggaeton;2017;96;87;78;-2;28;87;266;1;4;74
Bottoms Up (feat. Nicki Minaj);Trey Songz;dance pop;2010;74;60;84;-5;39;33;242;2;16;74
Bubbly;Colbie Caillat;dance pop;2007;128;48;69;-7;12;26;196;59;4;74
Burn;Ellie Goulding;indietronica;2012;87;77;56;-5;11;35;231;32;5;74
Burn;Usher;atl hip hop;2004;120;48;80;-7;12;69;232;31;11;74
Butterfly;Crazy Town;alternative metal;1999;104;81;74;-4;11;61;217;0;8;74
Caroline;Aminé;pop rap;2017;120;34;94;-10;26;71;210;17;51;74
Come & Get It;Selena Gomez;pop;2013;80;79;55;-4;8;57;232;1;5;74
Controlla;Drake;canadian hip hop;2016;92;47;59;-11;10;35;245;8;19;74
Dangerous;Kardinal Offishall;canadian old school hip hop;2008;117;79;95;-6;8;81;246;0;8;74
Don't;Ed Sheeran;pop;2014;95;61;81;-7;64;85;220;1;7;74
Don't Cha;The Pussycat Dolls;dance pop;2005;120;63;88;-3;13;55;272;1;10;74
double take;dhruv;nyc pop;2019;109;44;46;-11;22;21;172;84;9;74
Drunk in Love (feat. Jay-Z);Beyoncé;pop;2014;140;62;58;-7;18;40;323;1;5;74
Échame La Culpa;Luis Fonsi;latin pop;2017;96;90;73;-4;12;65;174;4;4;74
Every Teardrop Is a Waterfall;Coldplay;permanent wave;2011;118;73;43;-7;17;33;241;0;4;74
Far Away;Nickelback;alternative metal;2005;133;80;52;-5;11;29;238;0;3;74
Genie In a Bottle;Christina Aguilera;dance pop;1999;176;80;63;-7;14;91;218;21;17;74
Giant (with Rag'n'Bone Man);Calvin Harris;dance pop;2019;122;89;81;-4;8;61;229;2;4;74
Good Life;OneRepublic;piano rock;2009;95;69;63;-8;13;65;253;8;5;74
Grace;Lewis Capaldi;pop;2019;104;56;72;-6;17;49;186;44;3;74
Grace Kelly;MIKA;pop;2006;122;83;68;-6;36;67;188;2;5;74
Green Light;Lorde;art pop;2017;129;72;59;-8;9;25;235;2;10;74
Headstrong;Trapt;alternative metal;2002;185;90;49;-6;19;53;286;0;12;74
Heroes (we could be);Alesso;dance pop;2015;126;75;50;-4;34;36;210;3;6;74
I Know What You Did Last Summer;Shawn Mendes;canadian pop;2015;114;76;69;-5;15;74;224;10;9;74
I Know What You Want (feat. Flipmode Squad);Busta Rhymes;east coast hip hop;2002;86;76;65;-4;65;52;324;1;31;74
I Need Your Love (feat. Ellie Goulding);Calvin Harris;dance pop;2012;125;87;70;-5;24;58;235;41;5;74
I'm with You;Avril Lavigne;canadian pop;2002;152;41;46;-7;12;21;223;8;3;74
Jar of Hearts;Christina Perri;pop;2011;75;35;35;-6;12;9;247;73;3;74
Leave a Light On;Tom Walker;indie anthem-folk;2017;69;62;59;-6;13;27;186;2;11;74
Lemonade;Internet Money;pop rap;2020;140;66;80;-6;11;47;195;26;8;74
Let It Go;James Bay;neo mellow;2015;147;31;54;-10;11;25;261;82;3;74
Let's Fall in Love for the Night;FINNEAS;alt z;2019;128;41;74;-8;17;37;190;80;10;74
Life Is Good (feat. Drake);Future;atl hip hop;2020;142;57;80;-7;15;54;238;7;49;74
Lost Boy;Ruth B.;alt z;2015;124;6;71;-15;9;35;275;97;5;74
Love in This Club (feat. Young Jeezy);Usher;atl hip hop;2008;140;71;57;-6;17;35;260;6;7;74
LoveGame;Lady Gaga;art pop;2008;105;68;89;-6;32;84;216;1;5;74
Money;Cardi B;pop;2018;130;59;95;-7;11;22;184;1;29;74
Mr. Saxobeat - Radio Edit;Alexandra Stan;romanian pop;2011;127;93;73;-4;14;80;195;2;5;74
My Love (feat. Jess Glynne);Route 94;house;2014;120;62;81;-8;7;73;260;0;5;74
No Air (feat. Chris Brown);Jordin Sparks;dance pop;2007;160;76;47;-5;6;33;264;5;20;74
No Type;Rae Sremmurd;melodic rap;2015;125;49;89;-8;9;24;200;2;16;74
Primadonna;MARINA;metropopolis;2012;128;69;66;-3;9;43;221;9;3;74
Reality;Lost Frequencies;belgian edm;2015;122;70;71;-8;7;60;159;2;3;74
Rehab;Amy Winehouse;british soul;2006;72;56;41;-14;34;78;215;5;6;74
Remember the Name (feat. Styles of Beyond);Fort Minor;rap rock;2005;85;84;69;-4;8;88;230;6;9;74
Replay;Iyaz;dance pop;2009;91;75;71;-6;17;20;182;17;7;74
Rise;Jonas Blue;pop;2018;106;79;69;-5;20;66;194;33;3;74
River (feat. Ed Sheeran);Eminem;detroit hip hop;2017;90;75;75;-6;7;66;221;14;52;74
Roar;Katy Perry;pop;2013;180;77;55;-5;35;46;224;0;4;74
Shape of My Heart;Backstreet Boys;boy band;2000;96;79;57;-4;16;52;230;25;3;74
Shotta Flow (feat. Blueface) [Remix];NLE Choppa;memphis hip hop;2019;120;51;89;-5;14;57;177;3;42;74
Since U Been Gone;Kelly Clarkson;dance pop;2004;131;74;66;-5;11;38;189;0;3;74
Sky Walker (feat. Travis Scott);Miguel;r&b;2017;146;51;67;-11;9;18;259;17;4;74
Slide (feat. Frank Ocean & Migos);Calvin Harris;dance pop;2017;104;80;74;-3;25;51;231;50;5;74
SOS (feat. Aloe Blacc);Avicii;edm;2019;100;65;80;-6;12;38;157;27;7;74
Spectrum (Say My Name) - Calvin Harris Remix;Florence + The Machine;baroque pop;2011;126;95;58;-4;10;59;218;0;5;74
Speed of Sound;Coldplay;permanent wave;2005;123;90;51;-7;7;35;288;0;6;74
Swervin (feat. 6ix9ine);A Boogie Wit da Hoodie;melodic rap;2018;93;66;58;-5;11;43;189;2;30;74
Taki Taki (feat. Selena Gomez & Ozuna & Cardi B);DJ Snake;edm;2019;96;80;84;-4;6;62;213;16;23;74
Tequila;Dan + Shay;contemporary country;2018;86;58;49;-6;13;49;197;3;3;74
The One That Got Away;Katy Perry;pop;2012;134;79;69;-4;20;86;227;0;4;74
Unsteady;X Ambassadors;modern alternative rock;2015;117;67;39;-6;12;20;194;18;6;74
What’s Next;Drake;canadian hip hop;2021;130;59;78;-7;16;6;178;1;5;74
When Love Takes Over (feat. Kelly Rowland);David Guetta;big room;2010;130;86;68;-5;17;50;191;2;3;74
When You Love Someone;James TW;classical soul;2019;126;45;68;-6;5;35;217;26;3;74
X Gon' Give It To Ya;DMX;east coast hip hop;2007;95;90;76;-3;7;67;218;1;18;74
Yo (Excuse Me Miss);Chris Brown;r&b;2005;87;61;54;-6;21;57;229;12;27;74
You;Lloyd;r&b;2007;130;88;41;-6;30;70;273;10;47;74
You Make It Easy;Jason Aldean;contemporary country;2018;132;57;38;-5;11;41;197;14;3;74
03' Bonnie & Clyde;JAY-Z;east coast hip hop;2002;90;68;76;-5;15;33;206;23;31;73
Alejandro;Lady Gaga;art pop;2009;99;79;62;-7;38;36;274;0;5;73
Alone;Marshmello;brostep;2016;142;95;63;-4;11;42;274;2;3;73
A-Punk;Vampire Weekend;baroque pop;2008;175;82;55;-4;15;85;138;1;5;73
Back To You;Selena Gomez;pop;2018;102;68;60;-6;11;49;210;10;5;73
Bulletproof;La Roux;alternative dance;2009;123;88;67;-3;7;68;206;0;5;73
Burnin' Up;Jonas Brothers;boy band;2008;114;95;67;-3;33;81;175;3;8;73
Cold (feat. Future);Maroon 5;pop;2018;100;72;69;-6;5;41;234;14;11;73
Cold Water (feat. Justin Bieber & MØ);Major Lazer;dance pop;2016;93;80;61;-5;16;50;185;7;4;73
Crack A Bottle;Eminem;detroit hip hop;2009;170;87;52;-3;17;39;298;9;19;73
Day 'N' Nite (Nightmare);Kid Cudi;hip hop;2009;138;44;88;-6;12;80;221;46;7;73
do re mi;blackbear;alt z;2017;111;59;75;-6;12;17;212;1;5;73
ELEMENT.;Kendrick Lamar;conscious hip hop;2017;190;71;75;-5;25;48;209;20;49;73
Empire State of Mind (Part II) Broken Down;Alicia Keys;neo soul;2009;93;37;48;-8;12;14;216;74;3;73
Everything;Michael Bublé;adult standards;2007;123;69;69;-5;9;49;212;39;3;73
Fetish (feat. Gucci Mane);Selena Gomez;pop;2017;123;62;71;-4;6;27;186;2;6;73
Fire Burning;Sean Kingston;dance pop;2009;123;80;84;-3;33;89;240;2;3;73
Follow Me;Uncle Kracker;country;2000;105;59;82;-5;15;92;218;44;3;73
Hate That I Love You;Rihanna;barbadian pop;2008;94;73;64;-5;10;73;219;32;9;73
High By The Beach;Lana Del Rey;art pop;2015;132;49;54;-11;12;10;258;24;3;73
Higher;Creed;alternative metal;1999;156;83;46;-6;21;43;317;0;4;73
Hold Back The River;James Bay;neo mellow;2015;135;72;72;-7;9;51;239;5;9;73
Home;Phillip Phillips;folk-pop;2012;121;83;61;-6;12;32;210;3;3;73
Hot N*gga;Bobby Shmurda;nyc rap;2014;168;51;79;-7;6;18;195;5;42;73
How Do You Sleep?;Sam Smith;pop;2019;111;68;48;-5;8;35;202;15;9;73
Hurricane;Kanye West;chicago rap;2021;80;56;59;-7;11;35;243;5;15;73
Hurts So Good;Astrid S;alt z;2021;120;63;67;-5;9;42;209;8;5;73
I Kissed A Girl;Katy Perry;pop;2008;130;76;70;-3;13;70;180;0;7;73
I Need a Girl (Pt. 2) [feat. Loon & Ginuwine & Mario Winans];Diddy;dance pop;2004;200;47;71;-7;3;78;286;42;48;73
I'm Like A Bird;Nelly Furtado;canadian latin;2000;90;61;62;-5;23;61;243;15;4;73
I'm Still in Love with You (feat. Sasha);Sean Paul;dance pop;2022;87;67;77;-5;12;76;273;10;17;73
Jackie Chan;Tiësto;big room;2018;128;83;75;-3;6;69;216;37;5;73
Jenny from the Block (feat. Jadakiss & Styles P.) - Track Masters Remix;Jennifer Lopez;dance pop;2002;100;77;85;-5;6;96;188;1;19;73
Jumpin' Jumpin';Destiny's Child;dance pop;1999;89;69;77;-5;5;68;230;1;6;73
Jumpman;Drake;canadian hip hop;2015;142;55;85;-7;33;66;206;6;19;73
King;Years & Years;gauze pop;2015;120;86;56;-4;38;43;215;6;4;73
Kiss Kiss (feat. T-Pain);Chris Brown;r&b;2007;140;66;73;-3;7;55;251;5;23;73
Look At Me Now (feat. Lil' Wayne & Busta Rhymes);Chris Brown;r&b;2011;146;68;77;-6;14;54;223;3;18;73
Man Of The Year;ScHoolboy Q;gangster rap;2014;112;87;75;-5;20;37;216;1;4;73
Mercy;Kanye West;chicago rap;2012;140;50;56;-9;17;43;329;7;41;73
Never Say Never;Justin Bieber;canadian pop;2011;97;81;74;-5;30;63;228;2;7;73
On The Ground;ROSÉ;k-pop;2021;189;61;31;-7;13;29;168;2;11;73
One Only;Pamungkas;indonesian pop;2018;145;52;25;-6;9;11;255;22;3;73
Otro Trago;Sech;panamanian pop;2019;176;70;75;-5;11;62;226;14;34;73
Party Up;DMX;east coast hip hop;1999;202;93;51;-3;50;53;269;7;35;73
Pesan Terakhir;Lyodra;indonesian pop;2021;120;36;52;-9;9;14;261;43;3;73
Ride;Lana Del Rey;art pop;2012;94;69;37;-6;38;19;289;13;3;73
Right Now (Na Na Na);Akon;dance pop;2008;138;86;83;-4;41;61;241;26;15;73
Roses;Outkast;atl hip hop;2003;109;71;75;-6;11;51;370;5;5;73
Same Old Love;Selena Gomez;pop;2015;98;59;67;-4;21;44;229;2;3;73
She Doesn't Mind;Sean Paul;dance pop;2012;120;78;72;-5;21;62;228;0;7;73
She Hates Me;Puddle Of Mudd;alternative metal;2001;110;75;58;-5;75;58;217;1;3;73
She Moves In Her Own Way;The Kooks;brighton indie;2006;153;80;41;-5;10;81;169;24;6;73
Shivers;Ed Sheeran;pop;2021;141;86;79;-3;4;82;208;28;9;73
Skinny Love;Birdy;neo mellow;2011;166;29;38;-8;12;17;201;95;5;73
Skinny Love;Bon Iver;chamber pop;2008;76;26;59;-14;13;11;239;85;6;73
Someday;The Strokes;alternative rock;2001;106;53;54;-7;34;67;183;0;3;73
Someday;Nickelback;alternative metal;2003;163;86;46;-6;23;60;207;0;4;73
Sway;Michael Bublé;adult standards;2003;126;64;71;-6;9;74;188;75;3;73
Taste (feat. Offset);Tyga;hip hop;2018;98;56;88;-7;10;34;233;2;12;73
Te Amo;Rihanna;barbadian pop;2009;172;71;57;-5;10;75;208;54;8;73
Time to Pretend;MGMT;alternative rock;2007;101;94;44;-3;30;42;261;0;5;73
Too Little Too Late;JoJo;dance pop;2006;82;80;42;-5;8;73;222;1;6;73
Touch The Sky;Kanye West;chicago rap;2005;99;85;55;-5;31;55;237;1;34;73
Trouble;Cage The Elephant;modern alternative rock;2015;78;62;47;-6;10;30;226;39;3;73
Tuesday (feat. Danelle Sandoval);Burak Yeter;electro house;2016;99;64;84;-6;5;68;242;2;7;73
U Got It Bad;Usher;atl hip hop;2001;124;50;82;-5;7;65;248;2;3;73
U Remind Me;Usher;atl hip hop;2001;94;63;66;-5;25;73;267;19;8;73
Unfaithful;Rihanna;barbadian pop;2006;144;39;59;-9;23;35;227;84;3;73
Up;Cardi B;pop;2021;166;80;87;-6;5;82;157;0;27;73
Water Under the Bridge;Adele;british soul;2015;95;83;59;-7;11;54;240;1;6;73
We R Who We R;Kesha;dance pop;2010;120;82;74;-5;12;65;205;1;4;73
What Goes Around.../...Comes Around (Interlude);Justin Timberlake;dance pop;2006;76;72;69;-5;57;43;449;12;7;73
Whatcha Say;Jason Derulo;dance pop;2010;144;71;62;-6;14;71;221;4;8;73
When I Grow Up;The Pussycat Dolls;dance pop;2008;118;69;67;-6;40;37;246;0;5;73
Whoopty;CJ;nyc rap;2020;140;65;72;-8;13;66;123;20;13;73
Without You (feat. Usher);David Guetta;big room;2012;128;61;61;-4;16;40;208;23;3;73
WITHOUT YOU (with Miley Cyrus);The Kid LAROI;australian hip hop;2021;93;47;66;-6;10;47;161;17;3;73
1 2 3 (feat. Jason Derulo & De La Ghetto);Sofía Reyes;latin pop;2018;95;90;79;-3;5;79;202;17;6;72
7 Days;Craig David;british soul;2000;83;81;66;-7;10;89;235;23;5;72
All My Friends (feat. Tinashe & Chance the Rapper);Snakehips;electropop;2015;95;52;68;-6;11;18;230;12;14;72
All Night;The Vamps;boy band;2017;145;80;54;-5;33;51;198;0;4;72
Amazed;Lonestar;contemporary country;1999;140;54;56;-8;12;24;241;26;3;72
As Good As I Once Was;Toby Keith;classic oklahoma country;2005;119;87;68;-4;11;65;228;27;4;72
Bad Things (with Camila Cabello);Machine Gun Kelly;ohio hip hop;2017;138;69;70;-5;19;31;239;21;15;72
Banana Pancakes;Jack Johnson;neo mellow;2005;115;37;81;-8;9;63;192;60;12;72
Bangarang (feat. Sirah);Skrillex;brostep;2011;110;97;72;-2;32;58;215;1;20;72
Beautiful Soul;Jesse McCartney;dance pop;2004;90;67;66;-4;3;93;214;8;5;72
BedRock;Young Money;dirty south rap;2009;148;66;73;-6;19;56;288;10;30;72
Beggin (original version);Madcon;norwegian hip hop;2007;129;80;72;-5;6;45;216;3;6;72
Beverly Hills;Weezer;alternative rock;2005;88;82;69;-4;33;74;196;9;7;72
Big Girls Don't Cry (Personal);Fergie;dance pop;2006;113;64;71;-4;9;25;268;21;3;72
Big Pimpin';JAY-Z;east coast hip hop;1999;138;81;88;-6;6;94;283;17;14;72
Body;Megan Thee Stallion;houston rap;2020;94;73;91;-6;11;47;171;2;24;72
Brianstorm;Arctic Monkeys;garage rock;2007;165;97;42;-5;9;46;173;0;19;72
Confessions Part II;Usher;atl hip hop;2004;138;47;85;-8;7;70;211;6;14;72
Do It Again;Pia Mia;dance pop;2015;96;56;71;-7;9;41;208;3;5;72
Donald Trump;Mac Miller;hip hop;2016;82;94;72;-5;37;80;165;3;12;72
emotions;iann dior;melodic rap;2019;81;63;63;-6;14;16;131;1;4;72
FEFE;6ix9ine;emo rap;2018;126;39;93;-9;14;38;179;9;41;72
Get the Party Started;P!nk;dance pop;2001;129;90;80;-3;17;96;193;0;5;72
Goodbye My Lover;James Blunt;neo mellow;2005;90;26;43;-13;9;27;259;95;5;72
Hold On;Justin Bieber;canadian pop;2021;140;63;66;-6;13;29;171;1;4;72
Hollaback Girl;Gwen Stefani;dance pop;2004;110;92;93;-2;2;90;200;35;9;72
Home;Michael Bublé;adult standards;2005;128;37;61;-9;11;35;226;84;3;72
Home (with Machine Gun Kelly, X Ambassadors & Bebe Rexha);Machine Gun Kelly;ohio hip hop;2017;82;72;65;-5;5;22;203;0;21;72
I Need A Doctor;Dr. Dre;g funk;2011;156;95;59;-5;31;40;284;9;45;72
If U Seek Amy;Britney Spears;dance pop;2008;130;59;72;-7;5;54;217;2;3;72
I'm a Slave 4 U;Britney Spears;dance pop;2001;110;84;85;-4;11;96;204;42;11;72
I'm Sprung;T-Pain;dance pop;2005;100;33;73;-12;10;20;231;9;10;72
I'm the One (feat. Justin Bieber, Quavo, Chance the Rapper & Lil Wayne);DJ Khaled;hip hop;2017;81;67;61;-4;17;81;289;6;4;72
Irreplaceable;Beyoncé;pop;2007;176;69;45;-5;17;51;228;3;38;72
iSpy (feat. Lil Yachty);KYLE;deep underground hip hop;2016;75;65;75;-7;23;67;253;38;29;72
Let Her Go;Passenger;folk-pop;2013;75;55;48;-7;10;24;253;37;7;72
Lollipop;Lil Wayne;hip hop;2008;148;43;83;-9;14;45;299;6;8;72
Lost Cause;Billie Eilish;art pop;2021;75;33;53;-8;6;52;212;70;25;72
MotorSport;Migos;atl hip hop;2018;138;52;90;-5;33;19;303;3;18;72
My Sacrifice;Creed;alternative metal;2001;146;88;32;-6;8;26;295;0;5;72
New Flame (feat. Usher & Rick Ross);Chris Brown;r&b;2014;142;63;70;-4;10;45;244;5;4;72
No Limit;G-Eazy;indie pop rap;2017;176;77;84;-4;9;41;245;1;24;72
One Time;Justin Bieber;canadian pop;2009;146;85;69;-3;8;76;216;6;4;72
Panini;Lil Nas X;lgbtq+ hip hop;2019;154;59;70;-6;12;48;115;34;8;72
Play Hard (feat. Ne-Yo & Akon);David Guetta;big room;2012;130;92;69;-2;33;80;201;17;5;72
Plug Walk;Rich The Kid;atl hip hop;2018;95;52;88;-7;11;16;175;20;14;72
Pray For Me (with Kendrick Lamar);The Weeknd;canadian contemporary r&b;2018;101;68;74;-5;11;19;211;8;9;72
Princess of China;Coldplay;permanent wave;2011;85;69;42;-6;29;24;239;0;3;72
Rockstar;Nickelback;alternative metal;2005;144;91;62;-3;34;69;252;5;4;72
Sandstorm;Darude;eurodance;2001;136;97;53;-8;8;59;225;14;5;72
Saturday Sun;Vance Joy;folk-pop;2018;100;86;64;-4;22;71;215;48;5;72
Say Something (feat. Chris Stapleton);Justin Timberlake;dance pop;2018;97;63;71;-7;8;37;279;10;8;72
Shut Up And Drive;Rihanna;barbadian pop;2008;133;83;74;-5;20;74;212;0;3;72
Sing;Ed Sheeran;pop;2014;120;67;82;-4;6;94;235;30;5;72
Sit Next to Me;Foster The People;indietronica;2017;97;74;64;-5;69;66;243;12;3;72
Skate;Bruno Mars;dance pop;2021;112;60;71;-8;17;70;203;4;3;72
Slide Away;Miley Cyrus;pop;2019;148;54;53;-7;25;29;234;17;3;72
Slow Jamz;Twista;chicago rap;2004;145;73;56;-6;28;61;316;31;17;72
Smile;Lily Allen;dance pop;2006;96;64;63;-6;22;73;197;0;3;72
Sofia;Alvaro Soler;latin pop;2016;128;73;69;-6;23;91;210;11;3;72
Sonnentanz - Sun Don't Shine;Klangkarussell;austrian pop;2014;120;55;58;-8;10;16;238;10;9;72
Spotlight;Marshmello;brostep;2018;150;82;55;-4;74;62;178;1;15;72
Stickwitu;The Pussycat Dolls;dance pop;2005;80;55;55;-6;7;38;208;28;6;72
Stop Crying Your Heart Out;Oasis;beatlesque;2002;75;57;38;-5;8;9;303;8;3;72
Suge;DaBaby;hip hop;2019;75;66;88;-6;13;84;163;6;43;72
Survivor;Destiny's Child;dance pop;2001;161;91;51;-2;78;62;254;6;41;72
Talk (feat. Disclosure);Khalid;pop;2019;136;40;90;-9;6;35;198;5;13;72
The Ocean (feat. Shy Martin);Mike Perry;pop dance;2016;90;57;63;-6;10;19;183;2;3;72
The Show Goes On;Lupe Fiasco;chicago rap;2011;143;89;59;-4;16;65;240;2;12;72
The Time (Dirty Bit);Black Eyed Peas;dance pop;2010;128;81;82;-8;60;44;308;7;7;72
This Ain't A Scene, It's An Arms Race;Fall Out Boy;emo;2007;200;89;44;-4;3;41;212;0;6;72
This Is America;Childish Gambino;atl hip hop;2018;120;46;85;-6;35;55;226;12;14;72
Thong Song;Sisqo;contemporary r&b;1999;122;89;71;-7;7;71;254;12;7;72
